id,class_url,description
11,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/observable/list/IObservableList.html,"An object with state that allows to listen for state changes.      Implementations must not manage listeners themselves_ listener management  must be delegated to a private instance of type ChangeSupport if it  is not inherited from AbstractObservable.    Since:  1.0  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the classes in the  framework that implement this interface. Note that direct  implementers of this interface outside of the framework will be  broken in future releases when methods are added to this  interface.    
An object with state that allows to listen for state changes.      Implementations must not manage listeners themselves_ listener management  must be delegated to a private instance of type ChangeSupport if it  is not inherited from AbstractObservable.    Since:  1.0  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the classes in the  framework that implement this interface. Note that direct  implementers of this interface outside of the framework will be  broken in future releases when methods are added to this  interface.    
extends IObservable_ Collection Interface for observable collections. Only general change listeners can be  added to an observable collection. Listeners interested in incremental  changes have to be added using more concrete subtypes such as  IObservableList or IObservableSet.  Since:  1.0  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the classes that  implement this interface. Note that direct implementers of this  interface outside of the framework will be broken in future  releases when methods are added to this interface.   Restriction:  This interface is not intended to be extended by clients.    
extends List_ IObservableCollection A list whose changes can be tracked by list change listeners.  Since:  1.0  See Also:  AbstractObservableList_  ObservableList  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the framework classes  that implement this interface. Note that direct implementers of  this interface outside of the framework will be broken in future  releases when methods are added to this interface.    "
12,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/property/list/IListProperty.html,extends IProperty Interface for list-typed properties.  Since:  1.2  See Also:  ListProperty_  SimpleListProperty  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the classes that  implement this interface. Note that direct implementers of this  interface outside of the framework will be broken in future  releases when methods are added to this interface.    
13,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/property/value/IValueProperty.html,extends IProperty Interface for value-typed properties  Since:  1.2  See Also:  ValueProperty_  SimpleValueProperty  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the classes that  implement this interface. Note that direct implementers of this  interface outside of the framework will be broken in future  releases when methods are added to this interface.    
14,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/conversion/IConverter.html,A one-way converter.  Since:  1.0  Restriction:  This interface is not intended to be implemented by clients.  Clients should subclass Converter.  Restriction:  This interface is not intended to be extended by clients.    
15,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/observable/value/IObservableValue.html,"An object with state that allows to listen for state changes.      Implementations must not manage listeners themselves_ listener management  must be delegated to a private instance of type ChangeSupport if it  is not inherited from AbstractObservable.    Since:  1.0  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the classes in the  framework that implement this interface. Note that direct  implementers of this interface outside of the framework will be  broken in future releases when methods are added to this  interface.    
extends IObservable A value whose changes can be tracked by value change listeners.  Since:  1.0  See Also:  AbstractObservableValue  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the classes that  implement this interface. Note that direct implementers of this  interface outside of the framework will be broken in future  releases when methods are added to this interface.    "
16,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/observable/set/IObservableSet.html,"An object with state that allows to listen for state changes.      Implementations must not manage listeners themselves_ listener management  must be delegated to a private instance of type ChangeSupport if it  is not inherited from AbstractObservable.    Since:  1.0  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the classes in the  framework that implement this interface. Note that direct  implementers of this interface outside of the framework will be  broken in future releases when methods are added to this  interface.    
An object with state that allows to listen for state changes.      Implementations must not manage listeners themselves_ listener management  must be delegated to a private instance of type ChangeSupport if it  is not inherited from AbstractObservable.    Since:  1.0  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the classes in the  framework that implement this interface. Note that direct  implementers of this interface outside of the framework will be  broken in future releases when methods are added to this  interface.    
extends IObservable_ Collection Interface for observable collections. Only general change listeners can be  added to an observable collection. Listeners interested in incremental  changes have to be added using more concrete subtypes such as  IObservableList or IObservableSet.  Since:  1.0  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the classes that  implement this interface. Note that direct implementers of this  interface outside of the framework will be broken in future  releases when methods are added to this interface.   Restriction:  This interface is not intended to be extended by clients.    
extends Set_ IObservableCollection A set whose changes can be tracked by set change listeners.  Since:  1.0  See Also:  AbstractObservableSet_  ObservableSet  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the classes that  implement this interface. Note that direct implementers of this  interface outside of the framework will be broken in future  releases when methods are added to this interface.    "
17,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/observable/map/IObservableMap.html,"An object with state that allows to listen for state changes.      Implementations must not manage listeners themselves_ listener management  must be delegated to a private instance of type ChangeSupport if it  is not inherited from AbstractObservable.    Since:  1.0  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the classes in the  framework that implement this interface. Note that direct  implementers of this interface outside of the framework will be  broken in future releases when methods are added to this  interface.    
extends Map_ IObservable Observable Map.  Since:  1.1  See Also:  AbstractObservableMap_  ObservableMap  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the classes that  implement this interface. Note that direct implementers of this  interface outside of the framework will be broken in future  releases when methods are added to this interface.    "
18,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/observable/list/ListDiff.html,extends Object implements IDiff Object describing a diff between two lists.  Since:  1.0    
19,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/observable/set/SetDiff.html,extends Object implements IDiff  Since:  1.0    
20,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/validation/IValidator.html,A validator. This validator is responsible for determining if a given value  is valid. Validators can be used on target or model values. For example_ a  String2IntValidator would only accept source Strings that can successfully be  converted to an integer value_ and a PositiveIntegerValidator would only  accept positive integers.  Since:  1.0    
21,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/osgi/framework/log/FrameworkLog.html,The FramworkLog interface. A FrameworkLog implementation is provided by the  FrameworkAdaptor and used by the Framework to log any error messages and  FrameworkEvents of type ERROR. The FrameworkLog may persist the log messages   to the filesystem or allow other ways of accessing the log information.  Since:  3.1  Restriction:  This interface is not intended to be implemented by clients.    
22,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/osgi/framework/log/FrameworkLogEntry.html,extends Object A framework log entry used to log information to a FrameworkLog  Since:  3.1  Restriction:  This class is not intended to be subclassed by clients.    
23,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/property/INativePropertyListener.html,"A listener capable of adding or removing itself as a listener on a source  object using the source's ""native"" listener API. Events received from the  source objects are parlayed to the ISimplePropertyListener provided  to the method that constructed this native listener instance.  Since:  1.2  See Also:  NativePropertyListener_  SimpleValueProperty.adaptListener(ISimplePropertyListener)_  SimpleListProperty.adaptListener(ISimplePropertyListener)_  SimpleSetProperty.adaptListener(ISimplePropertyListener)_  SimpleMapProperty.adaptListener(ISimplePropertyListener)    "
24,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/property/ISimplePropertyListener.html,Listener for changes to properties on a particular source object  Since:  1.2  Restriction:  This interface is not intended to be implemented by clients.  Restriction:  This interface is not intended to be extended by clients.    
25,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/observable/map/MapDiff.html,extends Object implements IDiff  Since:  1.1    
26,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/observable/list/WritableList.html,"An object with state that allows to listen for state changes.      Implementations must not manage listeners themselves_ listener management  must be delegated to a private instance of type ChangeSupport if it  is not inherited from AbstractObservable.    Since:  1.0  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the classes in the  framework that implement this interface. Note that direct  implementers of this interface outside of the framework will be  broken in future releases when methods are added to this  interface.    
An object with state that allows to listen for state changes.      Implementations must not manage listeners themselves_ listener management  must be delegated to a private instance of type ChangeSupport if it  is not inherited from AbstractObservable.    Since:  1.0  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the classes in the  framework that implement this interface. Note that direct  implementers of this interface outside of the framework will be  broken in future releases when methods are added to this  interface.    
extends IObservable_ Collection Interface for observable collections. Only general change listeners can be  added to an observable collection. Listeners interested in incremental  changes have to be added using more concrete subtypes such as  IObservableList or IObservableSet.  Since:  1.0  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the classes that  implement this interface. Note that direct implementers of this  interface outside of the framework will be broken in future  releases when methods are added to this interface.   Restriction:  This interface is not intended to be extended by clients.    
An object with state that allows to listen for state changes.      Implementations must not manage listeners themselves_ listener management  must be delegated to a private instance of type ChangeSupport if it  is not inherited from AbstractObservable.    Since:  1.0  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the classes in the  framework that implement this interface. Note that direct  implementers of this interface outside of the framework will be  broken in future releases when methods are added to this  interface.    
An object with state that allows to listen for state changes.      Implementations must not manage listeners themselves_ listener management  must be delegated to a private instance of type ChangeSupport if it  is not inherited from AbstractObservable.    Since:  1.0  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the classes in the  framework that implement this interface. Note that direct  implementers of this interface outside of the framework will be  broken in future releases when methods are added to this  interface.    
extends IObservable_ Collection Interface for observable collections. Only general change listeners can be  added to an observable collection. Listeners interested in incremental  changes have to be added using more concrete subtypes such as  IObservableList or IObservableSet.  Since:  1.0  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the classes that  implement this interface. Note that direct implementers of this  interface outside of the framework will be broken in future  releases when methods are added to this interface.   Restriction:  This interface is not intended to be extended by clients.    
extends List_ IObservableCollection A list whose changes can be tracked by list change listeners.  Since:  1.0  See Also:  AbstractObservableList_  ObservableList  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the framework classes  that implement this interface. Note that direct implementers of  this interface outside of the framework will be broken in future  releases when methods are added to this interface.    
extends ObservableList Mutable observable list backed by an ArrayList.      This class is thread safe. All state accessing methods must be invoked from  the current realm. Methods for adding and removing  listeners may be invoked from any thread.    Since:  1.0    "
27,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/Binding.html,extends ValidationStatusProvider This abstract class represents a binding between a model and a target. Newly  created instances need to be added to a data binding context using  init(DataBindingContext).  Since:  1.0    
28,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/observable/IChangeListener.html,extends IObservablesListener Listener for generic change events. Note that the change events do not carry  information about the change_ they only specify the affected observable. To  listen for specific change events_ use more specific change listeners.  Since:  1.0  See Also:  IValueChangeListener_  IListChangeListener_  ISetChangeListener_  IMapChangeListener    
29,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/observable/map/IMapChangeListener.html,extends IObservablesListener Listener for changes to observable maps.  Since:  1.0    
30,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/property/set/ISetProperty.html,extends IProperty Interface for set-typed properties  Since:  1.2  See Also:  SetProperty_  SimpleSetProperty  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the classes that  implement this interface. Note that direct implementers of this  interface outside of the framework will be broken in future  releases when methods are added to this interface.    
31,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/property/map/IMapProperty.html,extends IProperty Interface for map-typed properties  Since:  1.2  See Also:  MapProperty_  SimpleMapProperty  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the classes that  implement this interface. Note that direct implementers of this  interface outside of the framework will be broken in future  releases when methods are added to this interface.    
32,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/observable/masterdetail/IObservableFactory.html,Generates an IObservable when passed a target instance.  Since:  1.0    
33,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/beans/IBeanProperty.html,extends IProperty An IProperty extension interface providing access to details of bean  properties.  Since:  1.2  Restriction:  This interface is not intended to be implemented by clients.  Restriction:  This interface is not intended to be extended by clients.    
34,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/beans/IBeanListProperty.html,"extends IProperty An IProperty extension interface providing access to details of bean  properties.  Since:  1.2  Restriction:  This interface is not intended to be implemented by clients.  Restriction:  This interface is not intended to be extended by clients.    
extends IProperty Interface for list-typed properties.  Since:  1.2  See Also:  ListProperty_  SimpleListProperty  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the classes that  implement this interface. Note that direct implementers of this  interface outside of the framework will be broken in future  releases when methods are added to this interface.    
extends IBeanProperty_ IListProperty An IListProperty extension interface with convenience methods for  creating nested bean properties.  Since:  1.2    "
35,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/beans/IBeanValueProperty.html,"extends IProperty An IProperty extension interface providing access to details of bean  properties.  Since:  1.2  Restriction:  This interface is not intended to be implemented by clients.  Restriction:  This interface is not intended to be extended by clients.    
extends IProperty Interface for value-typed properties  Since:  1.2  See Also:  ValueProperty_  SimpleValueProperty  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the classes that  implement this interface. Note that direct implementers of this  interface outside of the framework will be broken in future  releases when methods are added to this interface.    
extends IBeanProperty_ IValueProperty An IValueProperty extension interface with convenience methods for  creating nested bean properties.  Since:  1.2  Restriction:  This interface is not intended to be implemented by clients.  Restriction:  This interface is not intended to be extended by clients.    "
36,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/beans/IBeanMapProperty.html,"extends IProperty An IProperty extension interface providing access to details of bean  properties.  Since:  1.2  Restriction:  This interface is not intended to be implemented by clients.  Restriction:  This interface is not intended to be extended by clients.    
extends IProperty Interface for map-typed properties  Since:  1.2  See Also:  MapProperty_  SimpleMapProperty  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the classes that  implement this interface. Note that direct implementers of this  interface outside of the framework will be broken in future  releases when methods are added to this interface.    
extends IBeanProperty_ IMapProperty An IMapProperty extension interface with convenience methods for  creating nested bean properties.  Since:  1.2  Restriction:  This interface is not intended to be implemented by clients.  Restriction:  This interface is not intended to be extended by clients.    "
37,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/beans/IBeanSetProperty.html,"extends IProperty An IProperty extension interface providing access to details of bean  properties.  Since:  1.2  Restriction:  This interface is not intended to be implemented by clients.  Restriction:  This interface is not intended to be extended by clients.    
extends IProperty Interface for set-typed properties  Since:  1.2  See Also:  SetProperty_  SimpleSetProperty  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the classes that  implement this interface. Note that direct implementers of this  interface outside of the framework will be broken in future  releases when methods are added to this interface.    
extends IBeanProperty_ ISetProperty An ISetProperty extension interface with convenience methods for  creating nested bean properties.  Since:  1.2  Restriction:  This interface is not intended to be implemented by clients.  Restriction:  This interface is not intended to be extended by clients.    "
38,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/observable/value/ValueDiff.html,extends Object implements IDiff  Since:  1.0    
39,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/observable/list/ListDiffEntry.html,extends Object A single addition of an element to a list or removal of an element from a list.  Since:  1.0    
40,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/observable/IStaleListener.html,extends IObservablesListener Listener for staleness events. An observable object is stale if its state  will change eventually.  Since:  1.0    
41,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/observable/IDisposeListener.html,extends IObservablesListener Listener for dispose events. An observable object is disposed if its  IObservable.dispose() method has been called.  Since:  1.2    
42,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/observable/StaleEvent.html,extends ObservableEvent Generic event denoting that the state of an IObservable object is  about to change. Note that this event is only fired when an observable  becomes stale_ not when it becomes unstale; an observable that becomes  unstale should always fire a change event. Staleness can be used (for  example) to notify listeners when an observable has started a background  thread for updating its state. Clients can safely ignore staleness.  Since:  1.0  See Also:  IObservable.isStale()_  Serialized Form    
43,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/observable/set/ISetChangeListener.html,extends IObservablesListener Listener for changes to observable sets.  Since:  1.0    
44,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/observable/list/IListChangeListener.html,extends IObservablesListener Listener for changes to observable lists.  Since:  1.0    
45,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/observable/value/ValueChangeEvent.html,extends ObservableEvent Value change event describing a change of an IObservableValue  object's current value.  Since:  1.0  See Also:  Serialized Form    
46,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/runtime/ISafeRunnable.html,Safe runnables represent blocks of code and associated exception  handlers. They are typically used when a plug-in needs to call some  untrusted code (e.g._ code contributed by another plug-in via an  extension).    This interface can be used without OSGi running.    Clients may implement this interface.    See Also:  SafeRunner.run(ISafeRunnable)    
47,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/observable/value/IValueChangeListener.html,extends IObservablesListener Listener for changes to observable values.  Since:  1.0    
48,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/property/list/IListProperty.html#observe(org.eclipse.core.databinding.observable.Realm_ java.lang.Object),extends IProperty Interface for list-typed properties.  Since:  1.2  See Also:  ListProperty_  SimpleListProperty  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the classes that  implement this interface. Note that direct implementers of this  interface outside of the framework will be broken in future  releases when methods are added to this interface.    
49,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/property/list/SimpleListProperty.html,"extends IProperty Interface for list-typed properties.  Since:  1.2  See Also:  ListProperty_  SimpleListProperty  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the classes that  implement this interface. Note that direct implementers of this  interface outside of the framework will be broken in future  releases when methods are added to this interface.    
extends ListProperty Simplified abstract implementation of IListProperty. This class takes care of  most of the functional requirements for an IListProperty implementation_  leaving only the property-specific details to subclasses.    Subclasses must implement these methods:    IListProperty.getElementType()    doGetList(Object)    doSetList(Object_ List_ ListDiff)    adaptListener(ISimplePropertyListener)      In addition_ we recommended overriding Object.toString() to return a  description suitable for debugging purposes.  Since:  1.2    "
50,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/property/SimplePropertyEvent.html,extends EventObject Event object events in the properties API  Since:  1.2  See Also:  Serialized Form    
51,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/core/databinding/property/map/IMapProperty.html#observe(org.eclipse.core.databinding.observable.Realm_ java.lang.Object),extends IProperty Interface for map-typed properties  Since:  1.2  See Also:  MapProperty_  SimpleMapProperty  Restriction:  This interface is not intended to be implemented by clients.  Clients should instead subclass one of the classes that  implement this interface. Note that direct implementers of this  interface outside of the framework will be broken in future  releases when methods are added to this interface.    
