id,class_url,description
11,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/swt/widgets/TabItem.html,extends Item Instances of this class represent a selectable user interface object  corresponding to a tab for a page in a tab folder.  Styles:  (none)  Events:  (none)    IMPORTANT: This class is not intended to be subclassed.    See Also:  TabFolder_ TabItem snippets_  Sample code and further information  Restriction:  This class is not intended to be subclassed by clients.    
12,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/swt/widgets/Composite.html,"Implementers of Drawable can have a graphics context (GC)  created for them_ and then they can be drawn on by sending messages to  their associated GC. SWT images_ and device objects such as the Display  device and the Printer device_ are drawables.    IMPORTANT: This interface is not part of the SWT  public API. It is marked public only so that it can be shared  within the packages provided by SWT. It should never be  referenced from application code.    See Also:  Device_  Image_  GC     extends Scrollable Instances of this class are controls which are capable  of containing other controls.  Styles:  NO_BACKGROUND_ NO_FOCUS_ NO_MERGE_PAINTS_ NO_REDRAW_RESIZE_ NO_RADIO_GROUP_ EMBEDDED_ DOUBLE_BUFFERED  Events:  (none)    Note: The NO_BACKGROUND_ NO_FOCUS_ NO_MERGE_PAINTS_  and NO_REDRAW_RESIZE styles are intended for use with Canvas.  They can be used with Composite if you are drawing your own_ but their  behavior is undefined if they are used with subclasses of Composite other  than Canvas.    Note: The CENTER style_ although undefined for composites_ has the  same value as EMBEDDED which is used to embed widgets from other  widget toolkits into SWT. On some operating systems (GTK_ Motif)_ this may cause  the children of this composite to be obscured.    This class may be subclassed by custom control implementors  who are building controls that are constructed from aggregates  of other controls.    See Also:  Canvas_  Composite snippets_  Sample code and further information    "
13,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/swt/widgets/Listener.html,Implementers of Listener provide a simple   handleEvent() method that is used internally   by SWT to dispatch events.    After creating an instance of a class that implements this interface  it can be added to a widget using the   addListener(int eventType_ Listener handler) method and  removed using the   removeListener (int eventType_ Listener handler) method.   When the specified event occurs_ handleEvent(...) will  be sent to the instance.      Classes which implement this interface are described within SWT as  providing the untyped listener API. Typically_ widgets will  also provide a higher-level typed listener API_ that is based  on the standard java.util.EventListener pattern.        Note that_ since all internal SWT event dispatching is based on untyped  listeners_ it is simple to build subsets of SWT for use on memory   constrained_ small footprint devices_ by removing the classes and  methods which implement the typed listener API.    See Also:  Widget.addListener(int_ org.eclipse.swt.widgets.Listener)_  EventListener_  org.eclipse.swt.events    
14,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/swt/widgets/Shell.html,"Implementers of Drawable can have a graphics context (GC)  created for them_ and then they can be drawn on by sending messages to  their associated GC. SWT images_ and device objects such as the Display  device and the Printer device_ are drawables.    IMPORTANT: This interface is not part of the SWT  public API. It is marked public only so that it can be shared  within the packages provided by SWT. It should never be  referenced from application code.    See Also:  Device_  Image_  GC     extends Decorations Instances of this class represent the ""windows""  which the desktop or ""window manager"" is managing.  Instances that do not have a parent (that is_ they  are built using the constructor_ which takes a   Display as the argument) are described  as top level shells. Instances that do have  a parent are described as secondary or  dialog shells.    Instances are always displayed in one of the maximized_   minimized or normal states:      When an instance is marked as maximized_ the  window manager will typically resize it to fill the  entire visible area of the display_ and the instance  is usually put in a state where it can not be resized   (even if it has style RESIZE) until it is  no longer maximized.      When an instance is in the normal state (neither  maximized or minimized)_ its appearance is controlled by  the style constants which were specified when it was created  and the restrictions of the window manager (see below).      When an instance has been marked as minimized_  its contents (client area) will usually not be visible_  and depending on the window manager_ it may be  ""iconified"" (that is_ replaced on the desktop by a small  simplified representation of itself)_ relocated to a  distinguished area of the screen_ or hidden. Combinations  of these changes are also possible.      The modality of an instance may be specified using  style bits. The modality style bits are used to determine  whether input is blocked for other shells on the display.  The PRIMARY_MODAL style allows an instance to block  input to its parent. The APPLICATION_MODAL style  allows an instance to block input to every other shell in the  display. The SYSTEM_MODAL style allows an instance  to block input to all shells_ including shells belonging to  different applications.    Note: The styles supported by this class are treated  as HINTs_ since the window manager for the  desktop on which the instance is visible has ultimate  control over the appearance and behavior of decorations  and modality. For example_ some window managers only  support resizable windows and will always assume the  RESIZE style_ even if it is not set. In addition_ if a  modality style is not supported_ it is ""upgraded"" to a  more restrictive modality style that is supported. For  example_ if PRIMARY_MODAL is not supported_  it would be upgraded to APPLICATION_MODAL.  A modality style may also be ""downgraded"" to a less  restrictive style. For example_ most operating systems  no longer support SYSTEM_MODAL because  it can freeze up the desktop_ so this is typically  downgraded to APPLICATION_MODAL.    Styles:  BORDER_ CLOSE_ MIN_ MAX_ NO_TRIM_ RESIZE_ TITLE_ ON_TOP_ TOOL_ SHEET  APPLICATION_MODAL_ MODELESS_ PRIMARY_MODAL_ SYSTEM_MODAL  Events:  Activate_ Close_ Deactivate_ Deiconify_ Iconify  Class SWT provides two ""convenience constants""  for the most commonly required style combinations:  SHELL_TRIM    the result of combining the constants which are required  to produce a typical application top level shell: (that   is_ CLOSE | TITLE | MIN | MAX | RESIZE)    DIALOG_TRIM    the result of combining the constants which are required  to produce a typical application dialog shell: (that   is_ TITLE | CLOSE | BORDER)        Note: Only one of the styles APPLICATION_MODAL_ MODELESS_   PRIMARY_MODAL and SYSTEM_MODAL may be specified.    IMPORTANT: This class is not intended to be subclassed.    See Also:  Decorations_  SWT_  Shell snippets_  SWT Example: ControlExample_  Sample code and further information  Restriction:  This class is not intended to be subclassed by clients.    "
15,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/swt/widgets/Display.html,"Implementers of Drawable can have a graphics context (GC)  created for them_ and then they can be drawn on by sending messages to  their associated GC. SWT images_ and device objects such as the Display  device and the Printer device_ are drawables.    IMPORTANT: This interface is not part of the SWT  public API. It is marked public only so that it can be shared  within the packages provided by SWT. It should never be  referenced from application code.    See Also:  Device_  Image_  GC     provides inter-thread  communication methods which allow threads other than the   user-interface thread to request that it perform operations  on their behalf.)      The thread is not allowed to construct other   Displays until that display has been disposed.  (Note that_ this is in addition to the restriction mentioned  above concerning platform support for multiple displays. Thus_  the only way to have multiple simultaneously active displays_  even on platforms which support it_ is to have multiple threads.)    Enforcing these attributes allows SWT to be implemented directly  on the underlying operating system's event model. This has   numerous benefits including smaller footprint_ better use of   resources_ safer memory management_ clearer program logic_  better performance_ and fewer overall operating system threads  required. The down side however_ is that care must be taken  (only) when constructing multi-threaded applications to use the  inter-thread communication mechanisms which this class provides  when required.    All SWT API methods which may only be called from the user-interface  thread are distinguished in their documentation by indicating that  they throw the ""ERROR_THREAD_INVALID_ACCESS""  SWT exception.    Styles:  (none)  Events:  Close_ Dispose_ OpenDocument_ Settings_ Skin    IMPORTANT: This class is not intended to be subclassed.    See Also:  syncExec(java.lang.Runnable)_  asyncExec(java.lang.Runnable)_  wake()_  readAndDispatch()_  sleep()_  Device.dispose()_  Display snippets_  Sample code and further information  Restriction:  This class is not intended to be subclassed by clients.    "
16,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/swt/browser/Browser.html,"Implementers of Drawable can have a graphics context (GC)  created for them_ and then they can be drawn on by sending messages to  their associated GC. SWT images_ and device objects such as the Display  device and the Printer device_ are drawables.    IMPORTANT: This interface is not part of the SWT  public API. It is marked public only so that it can be shared  within the packages provided by SWT. It should never be  referenced from application code.    See Also:  Device_  Image_  GC     extends Composite Instances of this class implement the browser user interface  metaphor. It allows the user to visualize and navigate through  HTML documents.    Note that although this class is a subclass of Composite_  it does not make sense to set a layout on it.    Styles:  MOZILLA_ WEBKIT  Events:  CloseWindowListener_ LocationListener_ OpenWindowListener_ ProgressListener_ StatusTextListener_ TitleListener_ VisibilityWindowListener    Note: At most one of the styles MOZILLA and WEBKIT may be specified.      IMPORTANT: This class is not intended to be subclassed.    Since:  3.0  See Also:  Browser snippets_  SWT Examples: ControlExample_ BrowserExample_  Sample code and further information  Restriction:  This class is not intended to be subclassed by clients.    "
17,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/swt/opengl/GLData.html,extends Object The GLData class is a device-independent description  of the pixel format attributes of a GL drawable.  Since:  3.2  See Also:  GLCanvas_  OpenGL snippets_  Sample code and further information    
18,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/swt/printing/PrinterData.html,extends DeviceData Instances of this class are descriptions of a print job  in terms of the printer_ and the scope and type of printing  that is desired. For example_ the number of pages and copies  can be specified_ as well as whether or not the print job  should go to a file.    Application code does not need to explicitly release the  resources managed by each instance when those instances are no longer  required_ and thus no dispose() method is provided.    See Also:  Printer_  Printer.getPrinterList()_  PrintDialog.open()_  Printing snippets_  Sample code and further information    
19,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/swt/graphics/ImageData.html,extends Object implements org.eclipse.swt.internal.CloneableCompatibility Instances of this class are device-independent descriptions  of images. They are typically used as an intermediate format  between loading from or writing to streams and creating an   Image.    Note that the public fields x_ y_   disposalMethod and delayTime are  typically only used when the image is in a set of images used  for animation.    See Also:  Image_  ImageLoader_  ImageData snippets_  SWT Example: ImageAnalyzer_  Sample code and further information    
20,http://help.eclipse.org/kepler/topic/org.eclipse.platform.doc.isv/reference/api/org/eclipse/swt/graphics/PaletteData.html,extends Object Instances of this class describe the color data used by an image.    Depending on the depth of the image_ the PaletteData can take one  of two forms_ indicated by the isDirect field:      isDirect is false      If isDirect is false_ this palette is an indexed  palette which maps pixel values to RGBs. The actual RGB values  may be retrieved by using the getRGBs() method.      isDirect is true      If isDirect is true_ this palette is a direct color  palette. Instead of containing RGB values_ it contains red_  green and blue mask and shift information which indicates how  the color components may be extracted from a given pixel.  This means that the RGB value is actually encoded in the pixel value.    In this case_ the shift data is the number of bits required to shift  the RGB value to the left in order to align the high bit of the  corresponding mask with the high bit of the first byte. This number  may be negative_ so care must be taken when shifting. For example_  with a red mask of 0xFF0000_ the red shift would be -16. With a red  mask of 0x1F_ the red shift would be 3.      See Also:  Image_  RGB_  Sample code and further information    
21,http://help.eclipse.org/kepler/topic/org.eclipse.jdt.doc.isv/reference/api/org/eclipse/jdt/core/dom/ASTParser.html,extends Object A Java language parser for creating abstract syntax trees (ASTs).    Example: Create basic AST from source string    char[] source = ...;  ASTParser parser = ASTParser.newParser(AST.JLS3); // handles JDK 1.0_ 1.1_ 1.2_ 1.3_ 1.4_ 1.5_ 1.6  parser.setSource(source);  // In order to parse 1.5 code_ some compiler options need to be set to 1.5  Map options = JavaCore.getOptions();  JavaCore.setComplianceOptions(JavaCore.VERSION_1_5_ options);  parser.setCompilerOptions(options);  CompilationUnit result = (CompilationUnit) parser.createAST(null);    Once a configured parser instance has been used to create an AST_  the settings are automatically reset to their defaults_  ready for the parser instance to be reused.      There are a number of configurable features:    Source string from char[]_  ICompilationUnit_  or IClassFile_ and limited  to a specified subrange.  Whether bindings will be created.  Which working copy owner to use when resolving bindings.  A hypothetical compilation unit file name  and Java project  for locating a raw source string in the Java model (when  resolving bindings)  Which compiler options  to use. This is especially important to use if the parsing/scanning of the source code requires a  different version than the default of the workspace. For example_ the workspace defaults are 1.4 and  you want to create an AST for a source code that is using 1.5 constructs.  Whether to parse just an expression_ statements_  or body declarations rather than an entire compilation unit.  Whether to return a abridged AST  focused on the declaration containing a given source position.    Since:  3.0  Restriction:  This class is not intended to be instantiated by clients.    
22,http://help.eclipse.org/kepler/topic/org.eclipse.jdt.doc.isv/reference/api/org/eclipse/jdt/core/dom/CompilationUnit.html,extends ASTNode Java compilation unit AST node type. This is the type of the root of an AST.    The source range for this type of node is ordinarily the entire source file_  including leading and trailing whitespace and comments.    For JLS2:    CompilationUnit:  [ PackageDeclaration ]  { ImportDeclaration }  { TypeDeclaration | ; }    For JLS3_ the kinds of type declarations  grew to include enum and annotation type declarations:    CompilationUnit:  [ PackageDeclaration ]  { ImportDeclaration }  { TypeDeclaration | EnumDeclaration | AnnotationTypeDeclaration | ; }    Since:  2.0  Restriction:  This class is not intended to be instantiated by clients.    
23,http://help.eclipse.org/kepler/topic/org.eclipse.jdt.doc.isv/reference/api/org/eclipse/jdt/core/dom/TypeDeclaration.html,"extends AbstractTypeDeclaration Type declaration AST node type. A type declaration  is the union of a class declaration and an interface declaration.  For JLS2:    TypeDeclaration:  ClassDeclaration  InterfaceDeclaration  ClassDeclaration:  [ Javadoc ] { Modifier } class Identifier  [ extends Type]  [ implements Type { _ Type } ]  { { ClassBodyDeclaration | ; } }  InterfaceDeclaration:  [ Javadoc ] { Modifier } interface Identifier  [ extends Type { _ Type } ]  { { InterfaceBodyDeclaration | ; } }    For JLS3_ type parameters and reified modifiers  (and annotations) were added_ and the superclass type name and superinterface  types names are generalized to type so that parameterized types can be  referenced:    TypeDeclaration:  ClassDeclaration  InterfaceDeclaration  ClassDeclaration:  [ Javadoc ] { ExtendedModifier } class Identifier  [ < TypeParameter { _ TypeParameter } > ]  [ extends Type ]  [ implements Type { _ Type } ]  { { ClassBodyDeclaration | ; } }  InterfaceDeclaration:  [ Javadoc ] { ExtendedModifier } interface Identifier  [ < TypeParameter { _ TypeParameter } > ]  [ extends Type { _ Type } ]  { { InterfaceBodyDeclaration | ; } }      When a Javadoc comment is present_ the source  range begins with the first character of the ""/**"" comment delimiter.  When there is no Javadoc comment_ the source range begins with the first  character of the first modifier or annotation (if any)_ or the  first character of the ""class"" or ""interface"" keyword (if no  modifiers or annotations). The source range extends through the last character of the ""}""  token following the body declarations.    Since:  2.0  Restriction:  This class is not intended to be instantiated by clients.    "
24,http://help.eclipse.org/kepler/topic/org.eclipse.jdt.doc.isv/reference/api/org/eclipse/jdt/core/dom/ImportDeclaration.html,extends ASTNode Import declaration AST node type.  For JLS2:    ImportDeclaration:  import Name [ . * ] ;    For JLS3_ static was added:    ImportDeclaration:  import [ static ] Name [ . * ] ;    Since:  2.0  Restriction:  This class is not intended to be instantiated by clients.    
25,http://help.eclipse.org/kepler/topic/org.eclipse.jdt.doc.isv/reference/api/org/eclipse/jdt/core/dom/Javadoc.html,extends Comment AST node for a Javadoc-style doc comment.    Javadoc:  /** { TagElement } */    Since:  2.0  Restriction:  This class is not intended to be instantiated by clients.    
26,http://help.eclipse.org/kepler/topic/org.eclipse.jdt.doc.isv/reference/api/org/eclipse/jdt/core/dom/TagElement.html,extends ASTNode AST node for a tag within a doc comment.  Tag elements nested within another tag element are called  inline doc tags.    TagElement:  [ @ Identifier ] { DocElement }  DocElement:  TextElement  Name  MethodRef  MemberRef  { TagElement }    Since:  3.0  See Also:  Javadoc  Restriction:  This class is not intended to be instantiated by clients.    
27,http://help.eclipse.org/kepler/topic/org.eclipse.jdt.doc.isv/reference/api/org/eclipse/jdt/core/dom/FieldDeclaration.html,"extends BodyDeclaration Field declaration node type.    This kind of node collects several variable declaration fragments  (VariableDeclarationFragment) into a single body declaration  (BodyDeclaration)_ all sharing the same modifiers and base type.      FieldDeclaration:  [Javadoc] { ExtendedModifier } Type VariableDeclarationFragment  { _ VariableDeclarationFragment } ;      When a Javadoc comment is present_ the source range begins with the first  character of the ""/**"" comment delimiter. When there is no Javadoc comment_  the source range begins with the first character of the initial modifier or  type. The source range extends through the last character of the final "";"".    Since:  2.0  Restriction:  This class is not intended to be instantiated by clients.    "
28,http://help.eclipse.org/kepler/topic/org.eclipse.jdt.doc.isv/reference/api/org/eclipse/jdt/core/dom/VariableDeclarationFragment.html,extends VariableDeclaration Variable declaration fragment AST node type_ used in field declarations_  local variable declarations_ and ForStatement initializers.  It contrast to SingleVariableDeclaration_ fragments are  missing the modifiers and the type; these are located in the fragment's  parent node.    VariableDeclarationFragment:  Identifier { [] } [ = Expression ]    Since:  2.0  Restriction:  This class is not intended to be instantiated by clients.    
29,http://help.eclipse.org/kepler/topic/org.eclipse.jdt.doc.isv/reference/api/org/eclipse/jdt/core/dom/MethodDeclaration.html,"extends BodyDeclaration Method declaration AST node type. A method declaration  is the union of a method declaration and a constructor declaration.    For JLS2:    MethodDeclaration:  [ Javadoc ] { Modifier } ( Type | void ) Identifier (  [ FormalParameter  { _ FormalParameter } ] ) {[ ] }  [ throws TypeName { _ TypeName } ] ( Block | ; )  ConstructorDeclaration:  [ Javadoc ] { Modifier } Identifier (  [ FormalParameter  { _ FormalParameter } ] )  [throws TypeName { _ TypeName } ] Block    For JLS3_ type parameters and reified modifiers  (and annotations) were added:    MethodDeclaration:  [ Javadoc ] { ExtendedModifier }  [ < TypeParameter { _ TypeParameter } > ]  ( Type | void ) Identifier (  [ FormalParameter  { _ FormalParameter } ] ) {[ ] }  [ throws TypeName { _ TypeName } ] ( Block | ; )  ConstructorDeclaration:  [ Javadoc ] { ExtendedModifier }  [ < TypeParameter { _ TypeParameter } > ]  Identifier (  [ FormalParameter  { _ FormalParameter } ] )  [throws TypeName { _ TypeName } ] Block      When a Javadoc comment is present_ the source  range begins with the first character of the ""/**"" comment delimiter.  When there is no Javadoc comment_ the source range begins with the first  character of the first modifier keyword (if modifiers)_ or the  first character of the ""<"" token (method_ no modifiers_ type parameters)_  or the first character of the return type (method_ no modifiers_ no type  parameters)_ or the first character of the identifier (constructor_  no modifiers). The source range extends through the last character of the  "";"" token (if no body)_ or the last character of the block (if body).    The FormalParameter is represented by a SingleVariableDeclaration.  Since:  2.0  Restriction:  This class is not intended to be instantiated by clients.    "
30,http://help.eclipse.org/kepler/topic/org.eclipse.jdt.doc.isv/reference/api/org/eclipse/jdt/core/dom/SingleVariableDeclaration.html,extends VariableDeclaration Single variable declaration AST node type. Single variable  declaration nodes are used in a limited number of places_ including formal  parameter lists and catch clauses. They are not used for field declarations  and regular variable declaration statements.  For JLS2:    SingleVariableDeclaration:  { Modifier } Type Identifier { [] } [ = Expression ]    For JLS3_ the modifier flags were replaced by  a list of modifier nodes (intermixed with annotations)_ and the variable arity  indicator was added:    SingleVariableDeclaration:  { ExtendedModifier } Type [ ... ] Identifier { [] } [ = Expression ]    Since:  2.0  Restriction:  This class is not intended to be instantiated by clients.    
31,http://help.eclipse.org/kepler/topic/org.eclipse.jdt.doc.isv/reference/api/org/eclipse/jdt/core/dom/Type.html,extends ASTNode Abstract base class of all type AST node types. A type node represents a  reference to a primitive type (including void)_ to an array type_ or to a  simple named type (or type variable)_ to a qualified type_ to a  parameterized type_ or to a wildcard type. Note that not all of these  are meaningful in all contexts; for example_ a wildcard type is only  meaningful in the type argument position of a parameterized type.      Type:  PrimitiveType  ArrayType  SimpleType  QualifiedType  ParameterizedType  WildcardType  PrimitiveType:  byte  short  char  int  long  float  double  boolean  void  ArrayType:  Type [ ]  SimpleType:  TypeName  ParameterizedType:  Type < Type { _ Type } >  QualifiedType:  Type . SimpleName  WildcardType:  ? [ ( extends | super) Type ]      Since:  2.0    
32,http://help.eclipse.org/kepler/topic/org.eclipse.jdt.doc.isv/reference/api/org/eclipse/jdt/core/dom/ArrayType.html,extends Type Type node for an array type.    Array types are expressed in a recursive manner_ one dimension at a time.      ArrayType:  Type [ ]    Since:  2.0  Restriction:  This class is not intended to be instantiated by clients.    
